wavelength_um,emissivity_d0.5um,emissivity_d5um,emissivity_d20um,emissivity_d50um,emissivity_d100um,emissivity_d200um
0.522000,0.000001,0.000012,0.000047,0.000120,0.000226,0.000512
0.524000,0.000001,0.000012,0.000050,0.000122,0.000227,0.000492
0.526000,0.000001,0.000013,0.000045,0.000123,0.000231,0.000463
0.528000,0.000001,0.000013,0.000050,0.000124,0.000236,0.000448
0.530000,0.000001,0.000012,0.000046,0.000124,0.000239,0.000447
0.532000,0.000001,0.000012,0.000047,0.000124,0.000241,0.000451
0.534000,0.000001,0.000012,0.000048,0.000124,0.000242,0.000453
0.536000,0.000001,0.000011,0.000044,0.000124,0.000241,0.000452
0.538000,0.000001,0.000011,0.000050,0.000123,0.000239,0.000447
0.540000,0.000001,0.000011,0.000045,0.000122,0.000235,0.000440
0.542000,0.000001,0.000011,0.000046,0.000121,0.000231,0.000436
0.544000,0.000001,0.000012,0.000048,0.000119,0.000225,0.000443
0.546000,0.000001,0.000012,0.000043,0.000117,0.000219,0.000464
0.548000,0.000001,0.000012,0.000048,0.000115,0.000216,0.000486
0.550000,0.000001,0.000012,0.000045,0.000112,0.000216,0.000473
0.552000,0.000001,0.000012,0.000044,0.000110,0.000222,0.000435
0.554000,0.000001,0.000011,0.000048,0.000108,0.000232,0.000435
0.556000,0.000001,0.000011,0.000043,0.000106,0.000240,0.000476
0.558000,0.000001,0.000011,0.000045,0.000106,0.000236,0.000454
0.560000,0.000001,0.000011,0.000047,0.000108,0.000221,0.000424
0.562000,0.000001,0.000011,0.000042,0.000111,0.000211,0.000472
0.564000,0.000001,0.000011,0.000046,0.000114,0.000215,0.000435
0.566000,0.000001,0.000011,0.000045,0.000117,0.000231,0.000438
0.568000,0.000001,0.000012,0.000042,0.000117,0.000233,0.000456
0.570000,0.000001,0.000012,0.000047,0.000114,0.000215,0.000422
0.572000,0.000001,0.000012,0.000043,0.000108,0.000207,0.000460
0.574000,0.000001,0.000011,0.000042,0.000104,0.000224,0.000419
0.576000,0.000001,0.000011,0.000046,0.000103,0.000230,0.000449
0.578000,0.000001,0.000011,0.000042,0.000106,0.000209,0.000430
0.580000,0.000001,0.000010,0.000042,0.000111,0.000209,0.000422
0.582000,0.000001,0.000010,0.000046,0.000115,0.000229,0.000456
0.584000,0.000001,0.000010,0.000042,0.000112,0.000212,0.000406
0.586000,0.000001,0.000010,0.000042,0.000105,0.000204,0.000434
0.588000,0.000001,0.000011,0.000045,0.000101,0.000226,0.000448
0.590000,0.000001,0.000011,0.000041,0.000102,0.000209,0.000404
0.592000,0.000001,0.000011,0.000041,0.000109,0.000205,0.000414
0.594000,0.000001,0.000011,0.000045,0.000112,0.000225,0.000448
0.596000,0.000001,0.000011,0.000041,0.000107,0.000200,0.000433
0.598000,0.000001,0.000011,0.000040,0.000100,0.000215,0.000401
0.600000,0.000001,0.000010,0.000044,0.000100,0.000212,0.000396
0.602000,0.000001,0.000010,0.000041,0.000107,0.000200,0.000415
0.604000,0.000001,0.000010,0.000039,0.000111,0.000220,0.000435
0.606000,0.000001,0.000010,0.000044,0.000104,0.000195,0.000441
0.608000,0.000001,0.000010,0.000042,0.000097,0.000219,0.000432
0.610000,0.000001,0.000010,0.000039,0.000101,0.000196,0.000419
0.612000,0.000001,0.000010,0.000042,0.000109,0.000214,0.000408
0.614000,0.000001,0.000010,0.000043,0.000105,0.000197,0.000400
0.616000,0.000001,0.000011,0.000039,0.000097,0.000210,0.000395
0.618000,0.000001,0.000011,0.000040,0.000098,0.000197,0.000393
0.620000,0.000001,0.000011,0.000043,0.000107,0.000209,0.000394
0.622000,0.000001,0.000011,0.000039,0.000104,0.000194,0.000397
0.624000,0.000001,0.000010,0.000039,0.000095,0.000211,0.000404
0.626000,0.000001,0.000010,0.000042,0.000099,0.000190,0.000414
0.628000,0.000001,0.000010,0.000041,0.000106,0.000212,0.000423
0.630000,0.000001,0.000010,0.000038,0.000099,0.000188,0.000423
0.632000,0.000001,0.000009,0.000040,0.000094,0.000210,0.000410
0.634000,0.000001,0.000009,0.000042,0.000102,0.000191,0.000387
0.636000,0.000001,0.000009,0.000038,0.000103,0.000198,0.000372
0.638000,0.000001,0.000010,0.000038,0.000093,0.000202,0.000380
0.640000,0.000001,0.000010,0.000041,0.000097,0.000186,0.000407
0.642000,0.000001,0.000010,0.000040,0.000104,0.000208,0.000413
0.644000,0.000001,0.000010,0.000037,0.000095,0.000188,0.000381
0.646000,0.000001,0.000010,0.000039,0.000093,0.000192,0.000367
0.648000,0.000001,0.000010,0.000041,0.000103,0.000204,0.000399
0.650000,0.000001,0.000010,0.000038,0.000095,0.000182,0.000405
0.652000,0.000001,0.000010,0.000036,0.000092,0.000196,0.000365
0.654000,0.000001,0.000010,0.000039,0.000102,0.000200,0.000381
0.656000,0.000001,0.000009,0.000040,0.000095,0.000180,0.000405
0.658000,0.000001,0.000009,0.000037,0.000091,0.000194,0.000362
0.660000,0.000001,0.000009,0.000036,0.000101,0.000200,0.000386
0.662000,0.000001,0.000009,0.000040,0.000093,0.000180,0.000390
0.664000,0.000001,0.000009,0.000039,0.000091,0.000186,0.000358
0.666000,0.000001,0.000009,0.000036,0.000100,0.000201,0.000401
0.668000,0.000001,0.000009,0.000036,0.000091,0.000185,0.000356
0.670000,0.000001,0.000009,0.000040,0.000092,0.000177,0.000390
0.672000,0.000001,0.000010,0.000038,0.000099,0.000193,0.000363
0.674000,0.000001,0.000010,0.000035,0.000088,0.000196,0.000379
0.676000,0.000001,0.000010,0.000036,0.000095,0.000179,0.000365
0.678000,0.000001,0.000010,0.000039,0.000094,0.000176,0.000377
0.680000,0.000001,0.000010,0.000038,0.000087,0.000191,0.000360
0.682000,0.000001,0.000010,0.000035,0.000098,0.000195,0.000382
0.684000,0.000001,0.000009,0.000036,0.000088,0.000180,0.000349
0.686000,0.000001,0.000009,0.000039,0.000091,0.000172,0.000389
0.688000,0.000001,0.000009,0.000038,0.000095,0.000181,0.000344
0.690000,0.000001,0.000009,0.000035,0.000086,0.000192,0.000378
0.692000,0.000001,0.000009,0.000035,0.000096,0.000189,0.000362
0.694000,0.000001,0.000009,0.000038,0.000087,0.000176,0.000347
0.696000,0.000001,0.000008,0.000038,0.000090,0.000170,0.000384
0.698000,0.000001,0.000009,0.000035,0.000093,0.000175,0.000347
0.700000,0.000001,0.000009,0.000034,0.000085,0.000186,0.000350
0.702000,0.000001,0.000009,0.000036,0.000095,0.000190,0.000381
0.704000,0.000001,0.000009,0.000038,0.000085,0.000184,0.000346
0.706000,0.000001,0.000009,0.000035,0.000092,0.000174,0.000341
0.708000,0.000001,0.000009,0.000033,0.000088,0.000167,0.000374
0.710000,0.000001,0.000009,0.000035,0.000087,0.000168,0.000362
0.712000,0.000001,0.000009,0.000037,0.000092,0.000174,0.000333
0.714000,0.000001,0.000009,0.000036,0.000083,0.000182,0.000344
0.716000,0.000001,0.000009,0.000033,0.000093,0.000186,0.000371
0.718000,0.000001,0.000009,0.000033,0.000082,0.000185,0.000362
0.720000,0.000001,0.000009,0.000036,0.000092,0.000179,0.000335
0.722000,0.000001,0.000009,0.000037,0.000084,0.000172,0.000329
0.724000,0.000001,0.000008,0.000034,0.000089,0.000166,0.000346
0.726000,0.000001,0.000008,0.000033,0.000086,0.000163,0.000365
0.728000,0.000001,0.000008,0.000034,0.000085,0.000163,0.000364
0.730000,0.000001,0.000008,0.000036,0.000088,0.000164,0.000346
0.732000,0.000001,0.000008,0.000036,0.000083,0.000167,0.000329
0.734000,0.000001,0.000008,0.000033,0.000089,0.000171,0.000322
0.736000,0.000001,0.000008,0.000032,0.000081,0.000174,0.000325
0.738000,0.000001,0.000008,0.000034,0.000090,0.000177,0.000335
0.740000,0.000001,0.000008,0.000036,0.000080,0.000178,0.000346
0.742000,0.000001,0.000009,0.000035,0.000090,0.000179,0.000354
0.744000,0.000001,0.000009,0.000032,0.000079,0.000179,0.000358
0.746000,0.000001,0.000009,0.000032,0.000090,0.000179,0.000358
0.748000,0.000001,0.000009,0.000034,0.000079,0.000178,0.000356
0.750000,0.000001,0.000009,0.000036,0.000089,0.000178,0.000352
0.752000,0.000001,0.000009,0.000034,0.000079,0.000177,0.000349
0.754000,0.000001,0.000009,0.000032,0.000088,0.000176,0.000347
0.756000,0.000001,0.000009,0.000032,0.000078,0.000176,0.000346
0.758000,0.000001,0.000008,0.000034,0.000088,0.000175,0.000345
0.760000,0.000001,0.000008,0.000035,0.000078,0.000175,0.000346
0.762000,0.000001,0.000008,0.000033,0.000088,0.000175,0.000348
0.764000,0.000001,0.000008,0.000031,0.000077,0.000175,0.000349
0.766000,0.000001,0.000008,0.000031,0.000087,0.000174,0.000349
0.768000,0.000001,0.000008,0.000033,0.000077,0.000174,0.000346
0.770000,0.000001,0.000008,0.000035,0.000087,0.000173,0.000340
0.772000,0.000001,0.000008,0.000033,0.000077,0.000171,0.000330
0.774000,0.000001,0.000008,0.000031,0.000086,0.000168,0.000318
0.776000,0.000001,0.000008,0.000031,0.000077,0.000165,0.000308
0.778000,0.000001,0.000008,0.000032,0.000084,0.000161,0.000304
0.780000,0.000001,0.000008,0.000034,0.000078,0.000157,0.000308
0.782000,0.000001,0.000008,0.000034,0.000082,0.000154,0.000321
0.784000,0.000001,0.000008,0.000031,0.000079,0.000151,0.000336
0.786000,0.000001,0.000008,0.000030,0.000080,0.000150,0.000339
0.788000,0.000001,0.000008,0.000031,0.000081,0.000151,0.000326
0.790000,0.000001,0.000008,0.000033,0.000077,0.000155,0.000306
0.792000,0.000001,0.000008,0.000034,0.000083,0.000159,0.000299
0.794000,0.000001,0.000008,0.000032,0.000075,0.000164,0.000312
0.796000,0.000001,0.000008,0.000030,0.000084,0.000167,0.000332
0.798000,0.000001,0.000008,0.000030,0.000074,0.000167,0.000330
0.800000,0.000077,0.000799,0.003154,0.008246,0.016062,0.030053
0.802000,0.000077,0.000783,0.003314,0.007486,0.015387,0.029102
0.804000,0.000076,0.000768,0.003256,0.007939,0.014799,0.030951
0.806000,0.000076,0.000755,0.003049,0.007755,0.014556,0.032546
0.808000,0.000076,0.000743,0.002923,0.007551,0.014779,0.030459
0.810000,0.000075,0.000734,0.002985,0.008063,0.015394,0.028765
0.812000,0.000075,0.000728,0.003171,0.007277,0.016061,0.030700
0.814000,0.000075,0.000726,0.003277,0.008168,0.016253,0.032139
0.816000,0.000074,0.000726,0.003164,0.007269,0.015730,0.029401
0.818000,0.000074,0.000729,0.002965,0.007908,0.014881,0.028922
0.820000,0.000074,0.000735,0.002879,0.007556,0.014337,0.031744
0.822000,0.000073,0.000743,0.002969,0.007445,0.014470,0.030322
0.824000,0.000073,0.000752,0.003151,0.007940,0.015209,0.028325
0.826000,0.000073,0.000762,0.003228,0.007139,0.015934,0.031075
0.828000,0.000073,0.000773,0.003102,0.008010,0.015815,0.030463
0.830000,0.000072,0.000782,0.002914,0.007229,0.014907,0.028106
0.832000,0.000072,0.000790,0.002838,0.007598,0.014164,0.030998
0.834000,0.000072,0.000795,0.002926,0.007654,0.014277,0.029803
0.836000,0.000071,0.000798,0.003100,0.007125,0.015152,0.028150
0.838000,0.000071,0.000797,0.003183,0.007936,0.015797,0.031282
0.840000,0.000071,0.000793,0.003075,0.007067,0.015251,0.028459
0.842000,0.000071,0.000785,0.002890,0.007612,0.014215,0.029106
0.844000,0.000070,0.000775,0.002797,0.007487,0.013964,0.030560
0.846000,0.000070,0.000764,0.002858,0.007070,0.014777,0.027572
0.848000,0.000070,0.000751,0.003020,0.007841,0.015596,0.030796
0.850000,0.000070,0.000738,0.003134,0.006986,0.015057,0.028080
0.852000,0.000070,0.000725,0.003073,0.007493,0.013971,0.029242
0.854000,0.000069,0.000713,0.002898,0.007456,0.013901,0.029418
0.856000,0.000069,0.000703,0.002770,0.006942,0.014929,0.027824
0.858000,0.000069,0.000695,0.002778,0.007748,0.015400,0.030321
0.860000,0.000069,0.000689,0.002910,0.006983,0.014361,0.027163
0.862000,0.000068,0.000685,0.003058,0.007248,0.013617,0.030471
0.864000,0.000068,0.000684,0.003076,0.007537,0.014321,0.027016
0.866000,0.000068,0.000685,0.002939,0.006802,0.015281,0.030214
0.868000,0.000068,0.000688,0.002778,0.007560,0.014547,0.027030
0.870000,0.000068,0.000693,0.002714,0.007120,0.013522,0.029924
0.872000,0.000067,0.000699,0.002783,0.006914,0.014035,0.026984
0.874000,0.000067,0.000707,0.002933,0.007606,0.015120,0.029776
0.876000,0.000067,0.000715,0.003039,0.006804,0.014427,0.026806
0.878000,0.000067,0.000724,0.002995,0.007161,0.013386,0.029778
0.880000,0.000067,0.000732,0.002840,0.007395,0.014037,0.026552
0.882000,0.000066,0.000739,0.002704,0.006678,0.015021,0.029787
0.884000,0.000066,0.000745,0.002678,0.007374,0.014018,0.026404
0.886000,0.000066,0.000749,0.002770,0.007096,0.013268,0.029492
0.888000,0.000066,0.000751,0.002917,0.006701,0.014329,0.026656
0.890000,0.000066,0.000750,0.002997,0.007458,0.014752,0.028561
0.892000,0.000066,0.000747,0.002932,0.006835,0.013413,0.027558
0.894000,0.000065,0.000742,0.002779,0.006801,0.013456,0.027109
0.896000,0.000065,0.000734,0.002656,0.007416,0.014721,0.028833
0.898000,0.000065,0.000725,0.002638,0.006654,0.013970,0.026024
0.900000,0.000065,0.000715,0.002729,0.006913,0.013055,0.029119
0.902000,0.000065,0.000704,0.002869,0.007302,0.014174,0.026426
0.904000,0.000065,0.000693,0.002949,0.006542,0.014402,0.027415
0.906000,0.000065,0.000682,0.002896,0.006998,0.013043,0.028275
0.908000,0.000064,0.000672,0.002752,0.007170,0.013615,0.025737
0.910000,0.000064,0.000664,0.002626,0.006476,0.014533,0.028657
0.912000,0.000064,0.000656,0.002592,0.007044,0.013175,0.026679
0.914000,0.000064,0.000650,0.002661,0.007051,0.013231,0.026238
0.916000,0.000064,0.000646,0.002792,0.006431,0.014465,0.028679
0.918000,0.000064,0.000644,0.002893,0.007051,0.013279,0.025796
0.920000,0.000064,0.000643,0.002879,0.006962,0.013007,0.026721
0.922000,0.000064,0.000643,0.002759,0.006392,0.014345,0.028299
0.924000,0.000064,0.000646,0.002622,0.007026,0.013278,0.025439
0.926000,0.000063,0.000649,0.002551,0.006905,0.012892,0.026735
0.928000,0.000063,0.000654,0.002578,0.006351,0.014252,0.028113
0.930000,0.000063,0.000660,0.002686,0.006972,0.013155,0.025354
0.932000,0.000063,0.000667,0.002808,0.006881,0.012867,0.026240
0.934000,0.000063,0.000674,0.002856,0.006308,0.014187,0.028125
0.936000,0.000063,0.000681,0.002788,0.006889,0.012923,0.025640
0.938000,0.000063,0.000687,0.002654,0.006887,0.012953,0.025374
0.940000,0.000063,0.000693,0.002542,0.006269,0.014080,0.027812
0.942000,0.000063,0.000698,0.002508,0.006775,0.012633,0.026570
0.944000,0.000062,0.000702,0.002564,0.006915,0.013188,0.024730
0.946000,0.000062,0.000704,0.002679,0.006248,0.013809,0.026440
0.948000,0.000062,0.000704,0.002784,0.006627,0.012400,0.027656
0.950000,0.000062,0.000703,0.002804,0.006948,0.013551,0.025405
0.952000,0.000062,0.000699,0.002720,0.006262,0.013287,0.024699
0.954000,0.000062,0.000694,0.002590,0.006454,0.012403,0.026762
0.956000,0.000062,0.000688,0.002491,0.006956,0.013833,0.027262
0.958000,0.000062,0.000680,0.002468,0.006329,0.012624,0.025074
0.960000,0.000062,0.000672,0.002527,0.006276,0.012794,0.024472
0.962000,0.000062,0.000663,0.002638,0.006898,0.013631,0.026299
0.964000,0.000062,0.000654,0.002738,0.006456,0.012192,0.027239
0.966000,0.000062,0.000645,0.002759,0.006130,0.013439,0.025464
0.968000,0.000062,0.000636,0.002683,0.006742,0.012837,0.024130
0.970000,0.000061,0.000628,0.002561,0.006623,0.012399,0.025061
0.972000,0.000061,0.000621,0.002459,0.006065,0.013607,0.026817
0.974000,0.000061,0.000615,0.002425,0.006491,0.012108,0.026586
0.976000,0.000061,0.000610,0.002467,0.006764,0.013196,0.024754
0.978000,0.000061,0.000606,0.002565,0.006121,0.012770,0.023885
0.980000,0.000061,0.000603,0.002670,0.006210,0.012270,0.024821
0.982000,0.000061,0.000602,0.002717,0.006770,0.013450,0.026406
0.984000,0.000061,0.000601,0.002672,0.006308,0.011956,0.026592
0.986000,0.000061,0.000602,0.002563,0.006002,0.013207,0.025150
0.988000,0.000061,0.000604,0.002452,0.006571,0.012417,0.023824
0.990000,0.000061,0.000607,0.002389,0.006555,0.012391,0.023772
0.992000,0.000061,0.000611,0.002396,0.005966,0.013111,0.024901
0.994000,0.000061,0.000615,0.002467,0.006232,0.011852,0.026175
0.996000,0.000061,0.000620,0.002571,0.006680,0.013301,0.026336
0.998000,0.000061,0.000626,0.002653,0.006145,0.011906,0.025255
1.000000,0.000061,0.000631,0.002663,0.005942,0.012821,0.023953
1.010000,0.000060,0.000654,0.002365,0.006590,0.013131,0.026068
1.020000,0.000060,0.000653,0.002543,0.005863,0.012289,0.022933
1.030000,0.000060,0.000624,0.002386,0.006048,0.011415,0.025518
1.040000,0.000060,0.000588,0.002427,0.006359,0.012454,0.023516
1.050000,0.000059,0.000564,0.002389,0.005704,0.011890,0.022264
1.060000,0.000059,0.000561,0.002349,0.005710,0.011477,0.022468
1.070000,0.000059,0.000576,0.002358,0.006167,0.012003,0.022446
1.080000,0.000059,0.000597,0.002309,0.006003,0.011336,0.021872
1.090000,0.000059,0.000610,0.002296,0.005520,0.011315,0.021536
1.100000,0.000058,0.000604,0.002302,0.005374,0.011918,0.022970
1.110000,0.000058,0.000579,0.002207,0.005566,0.010642,0.023280
1.120000,0.000058,0.000550,0.002322,0.005817,0.011044,0.020930
1.130000,0.000058,0.000527,0.002113,0.005891,0.011740,0.023296
1.140000,0.000057,0.000519,0.002336,0.005771,0.011166,0.020793
1.150000,0.000057,0.000523,0.002055,0.005570,0.010412,0.021483
1.160000,0.000057,0.000538,0.002274,0.005381,0.010139,0.022734
1.170000,0.000057,0.000554,0.002084,0.005237,0.010183,0.021466
1.180000,0.000056,0.000564,0.002114,0.005136,0.010285,0.020325
1.190000,0.000056,0.000560,0.002188,0.005069,0.010306,0.019852
1.200000,0.000056,0.000543,0.001972,0.005030,0.010209,0.019714
1.210000,0.000055,0.000519,0.002194,0.005016,0.010001,0.019939
1.220000,0.000055,0.000497,0.002001,0.005034,0.009741,0.020786
1.230000,0.000055,0.000482,0.002001,0.005087,0.009565,0.021459
1.240000,0.000054,0.000477,0.002137,0.005171,0.009673,0.019869
1.250000,0.000054,0.000481,0.001896,0.005258,0.010153,0.018905
1.260000,0.000054,0.000491,0.002031,0.005285,0.010537,0.020933
1.270000,0.000053,0.000504,0.002038,0.005179,0.010000,0.018617
1.280000,0.000053,0.000514,0.001846,0.004936,0.009219,0.020382
1.290000,0.000053,0.000517,0.002020,0.004668,0.009575,0.018218
1.300000,0.000052,0.000511,0.001966,0.004537,0.010210,0.020264
1.310000,0.000052,0.000497,0.001805,0.004645,0.009203,0.018601
1.320000,0.000051,0.000479,0.001977,0.004913,0.009281,0.017942
1.330000,0.000051,0.000461,0.001929,0.004999,0.009916,0.019337
1.340000,0.000051,0.000447,0.001763,0.004691,0.008789,0.019666
1.350000,0.000050,0.000438,0.001908,0.004381,0.009722,0.018762
1.360000,0.000050,0.000435,0.001921,0.004474,0.008869,0.017913
1.370000,0.000049,0.000438,0.001731,0.004811,0.009345,0.017450
1.380000,0.000049,0.000446,0.001810,0.004696,0.008849,0.017254
1.390000,0.000048,0.000455,0.001916,0.004281,0.009230,0.017260
1.400000,0.000048,0.000464,0.001738,0.004354,0.008589,0.017543
1.410000,0.000048,0.000470,0.001702,0.004713,0.009340,0.018151
1.420000,0.000047,0.000470,0.001859,0.004416,0.008291,0.018611
1.430000,0.000047,0.000465,0.001795,0.004133,0.009207,0.017868
1.440000,0.000046,0.000455,0.001643,0.004506,0.008519,0.016442
1.450000,0.000046,0.000441,0.001719,0.004449,0.008348,0.016692
1.460000,0.000045,0.000427,0.001828,0.004041,0.009102,0.018106
1.470000,0.000045,0.000414,0.001691,0.004385,0.008234,0.016459
1.480000,0.000044,0.000404,0.001598,0.004348,0.008142,0.016524
1.490000,0.000044,0.000397,0.001709,0.003963,0.008881,0.017451
1.500000,0.000044,0.000394,0.001774,0.004378,0.008433,0.015721
1.510000,0.000043,0.000395,0.001630,0.004126,0.007804,0.017460
1.520000,0.000043,0.000398,0.001558,0.003964,0.008114,0.015513
1.530000,0.000042,0.000404,0.001665,0.004350,0.008652,0.017015
1.540000,0.000042,0.000411,0.001731,0.003857,0.008403,0.015837
1.550000,0.000041,0.000417,0.001603,0.004153,0.007789,0.015710
1.560000,0.000041,0.000422,0.001515,0.004033,0.007555,0.016910
1.570000,0.000041,0.000424,0.001591,0.003854,0.007781,0.015189
1.580000,0.000040,0.000423,0.001687,0.004184,0.008166,0.015332
1.590000,0.000040,0.000418,0.001608,0.003711,0.008354,0.016583
1.600000,0.000040,0.000410,0.001487,0.004152,0.008220,0.015921
1.610000,0.000039,0.000401,0.001500,0.003706,0.007905,0.014739
1.620000,0.000039,0.000390,0.001611,0.004009,0.007587,0.014606
1.630000,0.000038,0.000380,0.001625,0.003753,0.007353,0.015235
1.640000,0.000038,0.000370,0.001505,0.003859,0.007212,0.015856
1.650000,0.000038,0.000363,0.001432,0.003790,0.007140,0.016040
1.660000,0.000037,0.000357,0.001488,0.003745,0.007106,0.015864
1.670000,0.000037,0.000354,0.001584,0.003794,0.007085,0.015575
1.680000,0.000037,0.000353,0.001562,0.003670,0.007060,0.015334
1.690000,0.000036,0.000353,0.001446,0.003764,0.007023,0.015204
1.700000,0.000036,0.000356,0.001390,0.003629,0.006973,0.015191
1.710000,0.000036,0.000359,0.001447,0.003701,0.006913,0.015269
1.720000,0.000035,0.000364,0.001536,0.003621,0.006855,0.015355
1.730000,0.000035,0.000368,0.001524,0.003608,0.006813,0.015283
1.740000,0.000035,0.000372,0.001419,0.003645,0.006810,0.014863
1.750000,0.000034,0.000376,0.001351,0.003492,0.006865,0.014117
1.760000,0.000034,0.000377,0.001380,0.003692,0.006993,0.013440
1.770000,0.000034,0.000377,0.001466,0.003374,0.007179,0.013387
1.780000,0.000034,0.000375,0.001498,0.003729,0.007362,0.014147
1.790000,0.000033,0.000371,0.001424,0.003297,0.007430,0.014798
1.800000,0.000033,0.000365,0.001333,0.003689,0.007283,0.013988
1.810000,0.000033,0.000359,0.001310,0.003309,0.006945,0.012992
1.820000,0.000033,0.000351,0.001367,0.003527,0.006595,0.013632
1.830000,0.000032,0.000344,0.001441,0.003428,0.006441,0.014465
1.840000,0.000032,0.000336,0.001442,0.003304,0.006593,0.013135
1.850000,0.000032,0.000330,0.001361,0.003569,0.006957,0.013043
1.860000,0.000032,0.000324,0.001283,0.003173,0.007152,0.014247
1.870000,0.000031,0.000319,0.001270,0.003529,0.006858,0.012816
1.880000,0.000031,0.000315,0.001324,0.003250,0.006384,0.013209
1.890000,0.000031,0.000313,0.001392,0.003272,0.006268,0.013717
1.900000,0.000031,0.000311,0.001400,0.003453,0.006639,0.012402
1.910000,0.000030,0.000311,0.001334,0.003091,0.006964,0.013869
1.920000,0.000030,0.000312,0.001256,0.003426,0.006607,0.012320
1.930000,0.000030,0.000313,0.001225,0.003207,0.006131,0.013517
1.940000,0.000030,0.000316,0.001255,0.003127,0.006282,0.012363
1.950000,0.000030,0.000318,0.001319,0.003412,0.006777,0.013264
1.960000,0.000029,0.000321,0.001360,0.003038,0.006545,0.012235
1.970000,0.000029,0.000324,0.001333,0.003215,0.006006,0.013249
1.980000,0.000029,0.000327,0.001260,0.003283,0.006223,0.011948
1.990000,0.000029,0.000329,0.001199,0.002967,0.006685,0.013314
2.000000,0.000029,0.000330,0.001185,0.003262,0.006201,0.011780
2.010000,0.000028,0.000331,0.001221,0.003150,0.005890,0.012946
2.020000,0.000028,0.000330,0.001280,0.002939,0.006437,0.012207
2.030000,0.000028,0.000329,0.001314,0.003257,0.006355,0.011929
2.040000,0.000028,0.000327,0.001289,0.003054,0.005783,0.012964
2.050000,0.000028,0.000323,0.001225,0.002914,0.006202,0.011572
2.060000,0.000028,0.000319,0.001165,0.003222,0.006350,0.012145
2.070000,0.000027,0.000315,0.001142,0.002995,0.005711,0.012665
2.080000,0.000027,0.000309,0.001163,0.002874,0.006099,0.011382
2.090000,0.000027,0.000304,0.001213,0.003173,0.006236,0.011853
2.100000,0.000027,0.000299,0.001258,0.002970,0.005617,0.012613
2.110000,0.000027,0.000294,0.001263,0.002819,0.006123,0.011521
2.120000,0.000027,0.000289,0.001221,0.003106,0.006006,0.011202
2.130000,0.000027,0.000285,0.001159,0.002978,0.005567,0.012161
2.140000,0.000026,0.000281,0.001113,0.002762,0.006195,0.012221
2.150000,0.000026,0.000278,0.001101,0.003009,0.005660,0.011208
2.160000,0.000026,0.000275,0.001125,0.003010,0.005706,0.010958
2.170000,0.000026,0.000273,0.001171,0.002728,0.006055,0.011675
2.180000,0.000026,0.000271,0.001211,0.002874,0.005409,0.012169
2.190000,0.000026,0.000270,0.001218,0.003034,0.006008,0.011633
2.200000,0.000026,0.000270,0.001184,0.002752,0.005559,0.010869
2.210000,0.000026,0.000270,0.001130,0.002728,0.005605,0.010673
2.220000,0.000025,0.000270,0.001082,0.002984,0.005853,0.011074
2.230000,0.000025,0.000271,0.001060,0.002843,0.005315,0.011641
2.240000,0.000025,0.000272,0.001068,0.002636,0.005942,0.011844
2.250000,0.000025,0.000274,0.001101,0.002822,0.005270,0.011536
2.260000,0.000025,0.000275,0.001143,0.002933,0.005772,0.011000
2.270000,0.000025,0.000277,0.001171,0.002668,0.005382,0.010552
2.280000,0.000025,0.000279,0.001167,0.002631,0.005513,0.010328
2.290000,0.000025,0.000280,0.001131,0.002871,0.005531,0.010322
2.300000,0.000025,0.000282,0.001082,0.002810,0.005293,0.010467
2.310000,0.000024,0.000283,0.001040,0.002569,0.005633,0.010682
2.320000,0.000024,0.000284,0.001019,0.002648,0.005147,0.010896
2.330000,0.000024,0.000284,0.001024,0.002856,0.005669,0.011063
2.340000,0.000024,0.000284,0.001050,0.002703,0.005058,0.011168
2.350000,0.000024,0.000284,0.001087,0.002514,0.005655,0.011213
2.360000,0.000024,0.000283,0.001117,0.002644,0.005001,0.011214
2.370000,0.000024,0.000282,0.001126,0.002813,0.005616,0.011188
2.380000,0.000024,0.000280,0.001107,0.002633,0.004957,0.011148
2.390000,0.000024,0.000278,0.001067,0.002471,0.005570,0.011103
2.400000,0.000024,0.000275,0.001024,0.002607,0.004916,0.011054
2.410000,0.000024,0.000272,0.000991,0.002766,0.005522,0.010998
2.420000,0.000023,0.000269,0.000977,0.002599,0.004879,0.010927
2.430000,0.000023,0.000266,0.000983,0.002431,0.005466,0.010827
2.440000,0.000023,0.000262,0.001006,0.002539,0.004855,0.010685
2.450000,0.000023,0.000259,0.001039,0.002716,0.005387,0.010492
2.460000,0.000023,0.000256,0.001067,0.002598,0.004859,0.010249
2.470000,0.000023,0.000252,0.001080,0.002404,0.005266,0.009977
2.480000,0.000023,0.000249,0.001070,0.002450,0.004910,0.009712
2.490000,0.000023,0.000246,0.001040,0.002642,0.005094,0.009507
2.500000,0.000114,0.001215,0.004995,0.013014,0.024803,0.046209
2.510000,0.000114,0.001201,0.004819,0.011983,0.024213,0.046533
2.520000,0.000113,0.001189,0.004703,0.011740,0.025444,0.047653
2.530000,0.000113,0.001179,0.004667,0.012549,0.023340,0.049283
2.540000,0.000113,0.001169,0.004712,0.013039,0.025849,0.050664
2.550000,0.000112,0.001161,0.004821,0.012250,0.022930,0.050783
2.560000,0.000112,0.001154,0.004961,0.011501,0.025502,0.049220
2.570000,0.000112,0.001149,0.005087,0.011815,0.023263,0.046795
2.580000,0.000111,0.001145,0.005152,0.012671,0.024295,0.045000
